word,freq.Var1,freq.Freq
搅拌机,搅拌机,8
交易,交易,8
江苏,江苏,8
加热器,加热器,8
机床,机床,8
活塞杆,活塞杆,8
混凝土,混凝土,8
红外,红外,8
硅胶,硅胶,8
光电,光电,8
分析仪,分析仪,8
锻造,锻造,8
断路,断路,8
镀膜,镀膜,8
豆芽,豆芽,8
东莞,东莞,8
电缆,电缆,8
大型,大型,8
车载,车载,8
车床,车床,8
常州,常州,8
柴油,柴油,8
测定,测定,8
草坪,草坪,8
采集,采集,8
标准,标准,8
板材,板材,8
pcb,pcb,7
CCTV,CCTV,7
作业,作业,7
紫外,紫外,7
资源,资源,7
注塑,注塑,7
重金属,重金属,7
直流,直流,7
真空泵,真空泵,7
招商,招商,7
油机,油机,7
烟尘,烟尘,7
悬挂,悬挂,7
万能,万能,7
涂装,涂装,7
通风,通风,7
贴片,贴片,7
特种,特种,7
四川,四川,7
饰品,饰品,7
市场,市场,7
实验室,实验室,7
升降机,升降机,7
软管,软管,7
破碎,破碎,7
排烟,排烟,7
幕墙,幕墙,7
面料,面料,7
面板,面板,7
螺母,螺母,7
控制,控制,7
聚合,聚合,7
秸秆,秸秆,7
教学,教学,7
家电,家电,7
国产,国产,7
锅炉,锅炉,7
光纤,光纤,7
购物,购物,7
工厂,工厂,7
服装,服装,7
吊顶,吊顶,7
电容,电容,7
弹簧,弹簧,7
测厚仪,测厚仪,7
报价,报价,7
保温,保温,7
半导体,半导体,7
装机,装机,6
专用,专用,6
支架,支架,6
蒸汽,蒸汽,6
振华,振华,6
振动,振动,6
振荡器,振荡器,6
长春,长春,6
玉石,玉石,6
印刷,印刷,6
压力,压力,6
消防车,消防车,6
蜗轮,蜗轮,6
微机,微机,6
托盘,托盘,6
团购,团购,6
太阳能,太阳能,6
撕碎,撕碎,6
数据,数据,6
输送,输送,6
首页,首页,6
实业,实业,6
石家庄,石家庄,6
摄像机,摄像机,6
社区,社区,6
容积,容积,6
热电偶,热电偶,6
批发价,批发价,6
喷涂,喷涂,6
配电,配电,6
纳米,纳米,6
模拟器,模拟器,6
名片,名片,6
马达,马达,6
路由器,路由器,6
篱笆,篱笆,6
冷却塔,冷却塔,6
聚氨酯,聚氨酯,6
搅拌器,搅拌器,6
胶水,胶水,6
浇注,浇注,6
夹具,夹具,6
机组,机组,6
恒温,恒温,6
黑鹰,黑鹰,6
河北,河北,6
耗材,耗材,6
海南,海南,6
广播,广播,6
观光,观光,6
工作,工作,6
隔离,隔离,6
腐蚀,腐蚀,6
佛山市,佛山市,6
佛山,佛山,6
调试,调试,6
垫板,垫板,6
登高,登高,6
地磅,地磅,6
地板,地板,6
弹弓,弹弓,6
大全,大全,6
大连,大连,6
打猎,打猎,6
打包机,打包机,6
磁力,磁力,6
除尘器,除尘器,6
冲床,冲床,6
变速箱,变速箱,6
倍数,倍数,6
阿里,阿里,6
88,88,6
UVLED,UVLED,5
rohs,rohs,5
pp,pp,5
KTV,KTV,5
GPS,GPS,5
资料,资料,5
轴承,轴承,5
中心,中心,5
制造,制造,5
制冷,制冷,5
直线,直线,5
浙江,浙江,5
帐篷,帐篷,5
造价,造价,5
再生,再生,5
油酸,油酸,5
印刷机,印刷机,5
医疗,医疗,5
样机,样机,5
眼镜,眼镜,5
研磨,研磨,5
巡逻车,巡逻车,5
宣传栏,宣传栏,5
型材,型材,5
校正,校正,5
消毒,消毒,5
系列,系列,5
洗衣房,洗衣房,5
围栏,围栏,5
微型,微型,5
同步,同步,5
太仓,太仓,5
水池,水池,5
试剂,试剂,5
视差,视差,5
沈阳,沈阳,5
商用,商用,5
山东,山东,5
柔性,柔性,5
求购,求购,5
起重,起重,5
捏合,捏合,5
木炭,木炭,5
面包,面包,5
门户,门户,5
美国,美国,5
馒头,馒头,5
螺栓,螺栓,5
路灯,路灯,5
楼梯,楼梯,5
链条,链条,5
连续,连续,5
礼盒,礼盒,5
离心机,离心机,5
栏杆,栏杆,5
昆山,昆山,5
控制器,控制器,5
刻字,刻字,5
酒店,酒店,5
今日,今日,5
教育,教育,5
脚手架,脚手架,5
浇铸,浇铸,5
机器,机器,5
会员,会员,5
会议,会议,5
回收,回收,5
互感器,互感器,5
杭州,杭州,5
焊丝,焊丝,5
过滤,过滤,5
国际,国际,5
供水,供水,5
公益,公益,5
高空,高空,5
仿真,仿真,5
防锈,防锈,5
动力,动力,5
锭子,锭子,5
电路板,电路板,5
灯具,灯具,5
德国,德国,5
导热,导热,5
挡板,挡板,5
创意,创意,5
诚信,诚信,5
厂房,厂房,5
插座,插座,5
叉车,叉车,5
餐饮,餐饮,5
博士,博士,5
宾馆,宾馆,5
变频,变频,5
ZW,ZW,4
pe,pe,4
IT,IT,4
com,com,4
钻头,钻头,4
转换器,转换器,4
周转,周转,4
重型,重型,4
制造商,制造商,4
游戏,游戏,4
游乐,游乐,4
油墨,油墨,4
影像,影像,4
荧光,荧光,4
音频,音频,4
一体化,一体化,4
一体,一体,4
液晶,液晶,4
氧化,氧化,4
循环,循环,4
休闲,休闲,4
锌粉,锌粉,4
芯片,芯片,4
笑话,笑话,4
校园,校园,4
线切割,线切割,4
纤维,纤维,4
铣床,铣床,4
洗衣,洗衣,4
吸尘器,吸尘器,4
武汉,武汉,4
无缝,无缝,4
屋顶,屋顶,4
推广,推广,4
土拨鼠,土拨鼠,4
秃鹰,秃鹰,4
通信,通信,4
滕州,滕州,4
泰兴,泰兴,4
台湾,台湾,4
隧道,隧道,4
四倍,四倍,4
丝光,丝光,4
水性,水性,4
数字,数字,4
手持式,手持式,4
手柄,手柄,4
适配器,适配器,4
试验台,试验台,4
石油,石油,4
生意,生意,4
生物,生物,4
伸缩,伸缩,4
日本,日本,4
缺陷,缺陷,4
切割,切割,4
强力,强力,4
嵌入,嵌入,4
平行,平行,4
平面,平面,4
排名,排名,4
耦合,耦合,4
内部,内部,4
耐热,耐热,4
耐磨,耐磨,4
木屑,木屑,4
木地板,木地板,4
模压机,模压机,4
模拟,模拟,4
模板,模板,4
棉纱,棉纱,4
旅游,旅游,4
炉衬,炉衬,4
硫酸,硫酸,4
粮食,粮食,4
立柱,立柱,4
离心泵,离心泵,4
离心,离心,4
口径,口径,4
开发,开发,4
矩阵,矩阵,4
净化,净化,4
景观,景观,4
金刚,金刚,4
节能灯,节能灯,4
加热,加热,4
极光,极光,4
机械厂,机械厂,4
机器人,机器人,4
机构,机构,4
活动,活动,4
环卫,环卫,4
滑梯,滑梯,4
烘箱,烘箱,4
合成,合成,4
滚珠,滚珠,4
硅藻土,硅藻土,4
硅片,硅片,4
广州市,广州市,4
光束,光束,4
光亮,光亮,4
管理,管理,4
关键,关键,4
固体,固体,4
固件,固件,4
供应,供应,4
供求,供求,4
工矿,工矿,4
隔音,隔音,4
高频,高频,4
钢管,钢管,4
干燥,干燥,4
封口机,封口机,4
二次,二次,4
多片,多片,4
端子,端子,4
东南,东南,4
电阻,电阻,4
电子元件,电子元件,4
电工,电工,4
灯丝,灯丝,4
大功率,大功率,4
纯水,纯水,4
冲压,冲压,4
充电,充电,4
成套,成套,4
车轴,车轴,4
操作,操作,4
仓储,仓储,4
财经,财经,4
菠萝,菠萝,4
玻璃瓶,玻璃瓶,4
按钮,按钮,4
800,800,4
58,58,4
USB,USB,3
smt,smt,3
PU,PU,3
printers,printers,3
MIUI,MIUI,3
MCU,MCU,3
Invar,Invar,3
EVA,EVA,3
dnf,dnf,3
CPU,CPU,3
CNC,CNC,3
AC,AC,3
坐标,坐标,3
最新,最新,3
转让,转让,3
众口,众口,3
中频,中频,3
制作,制作,3
植物,植物,3
执行,执行,3
镇江,镇江,3
着色剂,着色剂,3
远近,远近,3
有机,有机,3
油脂,油脂,3
油泵,油泵,3
营销,营销,3
英文,英文,3
药用,药用,3
研发,研发,3
压电,压电,3
选购,选购,3
修补,修补,3
新型,新型,3
新风,新风,3
新房,新房,3
心机,心机,3
校验,校验,3
销售,销售,3
箱包,箱包,3
线路板,线路板,3
现货,现货,3
西安,西安,3
洗衣机,洗衣机,3
洗衣粉,洗衣粉,3
物质,物质,3
物镜,物镜,3
无机,无机,3
卧式,卧式,3
涡轮,涡轮,3
微信,微信,3
玩具,玩具,3
脱水机,脱水机,3
通用,通用,3
体育,体育,3
提升,提升,3
套管,套管,3
淘气,淘气,3
陶瓷,陶瓷,3
探头,探头,3
探测器,探测器,3
炭化,炭化,3
泰然,泰然,3
台式,台式,3
碎石,碎石,3
丝网,丝网,3
水洗,水洗,3
水利,水利,3
水槽,水槽,3
手动,手动,3
手持,手持,3
收缩,收缩,3
视觉,视觉,3
世界,世界,3
实时,实时,3
申请,申请,3
扫地,扫地,3
扫把,扫把,3
软木,软木,3
柔软,柔软,3
溶胶,溶胶,3
人造革,人造革,3
热转印,热转印,3
热电阻,热电阻,3
染料,染料,3
燃气,燃气,3
去除,去除,3
青岛,青岛,3
切割机,切割机,3
器械,器械,3
气阀,气阀,3
气泵,气泵,3
屏幕,屏幕,3
平衡,平衡,3
频谱,频谱,3
皮革,皮革,3
炮塔,炮塔,3
排水管,排水管,3
排气,排气,3
能源,能源,3
南通,南通,3
耐蚀,耐蚀,3
耐火,耐火,3
木门,木门,3
母机,母机,3
磨床,磨床,3
灭火器,灭火器,3
买卖,买卖,3
滤芯,滤芯,3
六角,六角,3
流量计,流量计,3
连锁,连锁,3
立式,立式,3
冷水,冷水,3
冷凝器,冷凝器,3
冷冻机,冷冻机,3
矿用,矿用,3
康铜,康铜,3
卡片,卡片,3
军事,军事,3
聚丙烯,聚丙烯,3
距离,距离,3
建湖县,建湖县,3
减速器,减速器,3
加固,加固,3
集成,集成,3
回转,回转,3
环球,环球,3
红石,红石,3
河南,河南,3
贵金属,贵金属,3
规格,规格,3
沟槽,沟槽,3
工艺,工艺,3
工业区,工业区,3
高档,高档,3
感应,感应,3
福利,福利,3
服务,服务,3
扶手,扶手,3
粉状,粉状,3
粉尘,粉尘,3
分离器,分离器,3
废纸,废纸,3
废塑料,废塑料,3
纺织品,纺织品,3
访谈,访谈,3
房地产,房地产,3
房产,房产,3
防冻液,防冻液,3
法治,法治,3
儿童,儿童,3
多层,多层,3
豆腐,豆腐,3
动态,动态,3
东阳,东阳,3
东方,东方,3
定位,定位,3
蝶阀,蝶阀,3
调整,调整,3
吊带,吊带,3
电台,电台,3
电解,电解,3
电极,电极,3
电感,电感,3
道路,道路,3
弹道,弹道,3
触摸,触摸,3
处理器,处理器,3
厨具,厨具,3
除尘,除尘,3
齿轮油,齿轮油,3
车间,车间,3
测试,测试,3
餐厅,餐厅,3
不锈钢板,不锈钢板,3
玻璃钢,玻璃钢,3
饼干,饼干,3
别墅,别墅,3
表面,表面,3
笔记本,笔记本,3
备件,备件,3
贝壳,贝壳,3
半自动,半自动,3
扳手,扳手,3
553,553,3
51,51,3
502,502,3
50,50,3
4倍,4倍,3
380,380,3
36,36,3
32,32,3
304,304,3
213栋,213栋,3
210,210,3
20,20,3
100,100,3
xrf,xrf,2
www,www,2
WILO,WILO,2
wifi,wifi,2
vt,vt,2
VJ,VJ,2
VIEGA,VIEGA,2
VCM,VCM,2
TVB,TVB,2
SVC,SVC,2
SMT,SMT,2
SLS,SLS,2
SLM,SLM,2
SLA,SLA,2
Semrock,Semrock,2
SCHNEIDER,SCHNEIDER,2
PUR,PUR,2
PUMPSKY,PUMPSKY,2
printing,printing,2
PPR,PPR,2
ppr,ppr,2
POF,POF,2
PI,PI,2
PHOENIX,PHOENIX,2
pet,pet,2
PE,PE,2
PDF,PDF,2
PARKER,PARKER,2
PA,PA,2
NETZSCH,NETZSCH,2
mp,mp,2
MOSFET,MOSFET,2
MiSUMi,MiSUMi,2
KV,KV,2
Kovar,Kovar,2
KL,KL,2
HOTON,HOTON,2
HG,HG,2
GRINDEX,GRINDEX,2
GARBARINO,GARBARINO,2
EMAT,EMAT,2
DTU,DTU,2
Desiccant,Desiccant,2
Datasheet,Datasheet,2
Connector,Connector,2
cn,cn,2
CMMB,CMMB,2
CAM,CAM,2
Bradley,Bradley,2
BEVI,BEVI,2
ATSC,ATSC,2
Allen,Allen,2
Ailete,Ailete,2
座标,座标,2
组合,组合,2
租赁,租赁,2
租房,租房,2
综艺,综艺,2
自动步枪,自动步枪,2
字谜,字谜,2
字符,字符,2
资质,资质,2
咨询,咨询,2
桌椅,桌椅,2
卓越,卓越,2
装饰,装饰,2
装潢,装潢,2
砖头,砖头,2
专题,专题,2
铸铁,铸铁,2
助剂,助剂,2
重工,重工,2
众多,众多,2
种植,种植,2
终端,终端,2
纸盒,纸盒,2
植保,植保,2
值得,值得,2
直流电,直流电,2
真假,真假,2
针孔,针孔,2
著作权,著作权,2
召唤,召唤,2
长兴,长兴,2
张力,张力,2
战舰,战舰,2
闸门,闸门,2
责任,责任,2
枣庄,枣庄,2
运动,运动,2
月饼,月饼,2
圆柱,圆柱,2
圆形,圆形,2
圆台,圆台,2
园林,园林,2
预防,预防,2
预处理,预处理,2
浴室,浴室,2
玉米,玉米,2
有限,有限,2
有毒,有毒,2
游泳池,游泳池,2
油烟,油烟,2
油漆,油漆,2
优质,优质,2
用品,用品,2
硬脂酸,硬脂酸,2
影视,影视,2
饮料,饮料,2
音像,音像,2
音箱,音箱,2
亿家,亿家,2
乙醇,乙醇,2
医用,医用,2
一台,一台,2
叶片,叶片,2
业主,业主,2
样片,样片,2
研究,研究,2
学院,学院,2
旋转,旋转,2
修理,修理,2
性能,性能,2
行情,行情,2
信用,信用,2
信息网,信息网,2
谐振,谐振,2
小米,小米,2
相机,相机,2
显微镜,显微镜,2
显示,显示,2
物理,物理,2
稳定剂,稳定剂,2
温度,温度,2
位置,位置,2
往返,往返,2
网页,网页,2
万向,万向,2
豌豆,豌豆,2
弯曲,弯曲,2
椭圆,椭圆,2
退役,退役,2
涂层,涂层,2
涂布,涂布,2
图纸,图纸,2
图像,图像,2
图文,图文,2
秃子,秃子,2
投影仪,投影仪,2
投放,投放,2
通讯,通讯,2
通路,通路,2
通道,通道,2
铁路,铁路,2
天大,天大,2
提供,提供,2
特性,特性,2
探究,探究,2
搜索,搜索,2
四轮,四轮,2
丝锥,丝锥,2
说明书,说明书,2
水平,水平,2
水饺,水饺,2
水泵,水泵,2
双面,双面,2
手提式,手提式,2
手板,手板,2
市政,市政,2
使命,使命,2
矢量,矢量,2
时政,时政,2
时尚,时尚,2
时报,时报,2
石膏,石膏,2
十字线,十字线,2
生化,生化,2
射线,射线,2
社交,社交,2
社会,社会,2
商业,商业,2
商品,商品,2
厦门,厦门,2
砂浆,砂浆,2
杀菌,杀菌,2
三相,三相,2
三通,三通,2
三七,三七,2
润滑,润滑,2
乳化,乳化,2
溶剂,溶剂,2
日期,日期,2
认证,认证,2
热风,热风,2
全球,全球,2
全境,全境,2
全国,全国,2
趋势,趋势,2
区别,区别,2
球磨机,球磨机,2
青艺,青艺,2
切断,切断,2
桥梁,桥梁,2
前来,前来,2
铅酸,铅酸,2
器材,器材,2
气泡,气泡,2
启动,启动,2
评测,评测,2
平滑,平滑,2
拼接,拼接,2
疲劳,疲劳,2
皮带,皮带,2
批量,批量,2
膨胀,膨胀,2
喷漆,喷漆,2
刨花,刨花,2
抛光机,抛光机,2
排污,排污,2
捻线,捻线,2
南京,南京,2
哪家,哪家,2
目录,目录,2
木屋,木屋,2
木纹,木纹,2
木材,木材,2
面条,面条,2
密封圈,密封圈,2
煤矿,煤矿,2
媒体,媒体,2
慢走,慢走,2
麻花,麻花,2
落网,落网,2
轮胎,轮胎,2
氯苯,氯苯,2
铝箔,铝箔,2
绿化,绿化,2
龙骨,龙骨,2
零声,零声,2
零部件,零部件,2
猎人,猎人,2
两轮,两轮,2
联播,联播,2
连接,连接,2
沥青,沥青,2
冷轧,冷轧,2
蓝宝石,蓝宝石,2
垃圾车,垃圾车,2
捆扎,捆扎,2
矿山,矿山,2
矿泉水,矿泉水,2
空压机,空压机,2
空车,空车,2
课程,课程,2
刻度,刻度,2
可燃,可燃,2
烤炉,烤炉,2
看门,看门,2
绝地,绝地,2
聚乙烯,聚乙烯,2
锯末,锯末,2
俱乐部,俱乐部,2
警用,警用,2
精致,精致,2
精确,精确,2
晶片,晶片,2
进出口,进出口,2
金银,金银,2
金川,金川,2
介绍,介绍,2
解析,解析,2
揭阳,揭阳,2
秸杆,秸杆,2
接线,接线,2
接地,接地,2
角钢,角钢,2
焦点,焦点,2
胶囊,胶囊,2
胶合板,胶合板,2
降温,降温,2
江苏省,江苏省,2
健康,健康,2
监听,监听,2
间距,间距,2
架子,架子,2
假货,假货,2
甲级,甲级,2
甲基,甲基,2
嘉德,嘉德,2
家用,家用,2
加急,加急,2
加工厂,加工厂,2
继电器,继电器,2
济南,济南,2
计算,计算,2
计时器,计时器,2
集装箱,集装箱,2
集团,集团,2
集成电路,集成电路,2
基地,基地,2
机油,机油,2
机械手,机械手,2
货架,货架,2
货柜,货柜,2
婚宴,婚宴,2
黄金,黄金,2
换气,换气,2
环形,环形,2
化妆品,化妆品,2
化学,化学,2
化纤,化纤,2
花坛,花坛,2
互联网,互联网,2
葫芦,葫芦,2
呼吸器,呼吸器,2
合金钢,合金钢,2
合肥,合肥,2
航空,航空,2
焊锡,焊锡,2
韩国,韩国,2
海洋,海洋,2
国内,国内,2
广告牌,广告牌,2
光谱仪,光谱仪,2
管路,管路,2
官方,官方,2
股份,股份,2
功能,功能,2
公式,公式,2
公路,公路,2
公交,公交,2
公共,公共,2
工作台,工作台,2
隔膜,隔膜,2
隔绝,隔绝,2
格力,格力,2
高速公路,高速公路,2
钢铁,钢铁,2
钢材,钢材,2
负荷,负荷,2
付款,付款,2
浮油,浮油,2
缝纫,缝纫,2
凤凰,凤凰,2
封锁,封锁,2
风口,风口,2
粉末,粉末,2
酚醛,酚醛,2
分选,分选,2
分析,分析,2
分级,分级,2
分化,分化,2
分辨率,分辨率,2
废料,废料,2
飞利浦,飞利浦,2
放电,放电,2
房屋,房屋,2
防潮,防潮,2
芳烃,芳烃,2
方案,方案,2
发展,发展,2
发网,发网,2
发光,发光,2
发电,发电,2
二极管,二极管,2
耳机,耳机,2
多普勒,多普勒,2
丁香,丁香,2
调制器,调制器,2
调研,调研,2
调速,调速,2
电影,电影,2
电线,电线,2
电梯,电梯,2
电视剧,电视剧,2
电视机,电视机,2
电视,电视,2
电热,电热,2
电焊机,电焊机,2
电动车,电动车,2
电磁铁,电磁铁,2
点歌,点歌,2
登记,登记,2
灯箱,灯箱,2
地址,地址,2
刀具,刀具,2
丹东,丹东,2
大气,大气,2
打捆机,打捆机,2
促销,促销,2
伺服,伺服,2
锤头,锤头,2
创作,创作,2
创新,创新,2
窗式,窗式,2
串联,串联,2
船型,船型,2
传媒,传媒,2
处理机,处理机,2
抽屉,抽屉,2
重庆,重庆,2
冲子,冲子,2
城堡,城堡,2
车桥,车桥,2
超市,超市,2
超声,超声,2
测试台,测试台,2
厕所,厕所,2
博览会,博览会,2
丙烯酸,丙烯酸,2
便携式,便携式,2
编织,编织,2
编程,编程,2
报名,报名,2
报警器,报警器,2
保洁,保洁,2
薄板,薄板,2
包装箱,包装箱,2
包机,包机,2
白色,白色,2
巴马,巴马,2
八百,八百,2
奥运,奥运,2
按键,按键,2
氨基,氨基,2
9包,9包,2
997,997,2
85,85,2
813,813,2
80元,80元,2
80,80,2
600,600,2
60,60,2
50米,50米,2
430,430,2
410,410,2
409,409,2
390,390,2
35,35,2
316,316,2
258,258,2
25,25,2
2017车,2017车,2
200,200,2
12,12,2
